,name,file,line,type,comment
6088,l2_normalize,../tensorflow/tensorflow/python/ops/nn_impl.py,608,function,Normalizes along dimension `axis` using an L2 norm.
6089,l2_normalize_v2,../tensorflow/tensorflow/python/ops/nn_impl.py,637,function,Normalizes along dimension `axis` using an L2 norm.
6090,zero_fraction,../tensorflow/tensorflow/python/ops/nn_impl.py,697,function,Returns the fraction of zeros in `value`.
6091,depthwise_conv2d,../tensorflow/tensorflow/python/ops/nn_impl.py,740,function,Depthwise 2-D convolution.
6092,depthwise_conv2d_v2,../tensorflow/tensorflow/python/ops/nn_impl.py,869,function,Depthwise 2-D convolution.
6093,separable_conv2d,../tensorflow/tensorflow/python/ops/nn_impl.py,967,function,2-D convolution with separable filters.
6094,separable_conv2d_v2,../tensorflow/tensorflow/python/ops/nn_impl.py,1075,function,2-D convolution with separable filters.
6095,sufficient_statistics,../tensorflow/tensorflow/python/ops/nn_impl.py,1151,function,Calculate the sufficient statistics for the mean and variance of `x`.
6096,sufficient_statistics_v2,../tensorflow/tensorflow/python/ops/nn_impl.py,1226,function,Calculate the sufficient statistics for the mean and variance of `x`.
6097,normalize_moments,../tensorflow/tensorflow/python/ops/nn_impl.py,1256,function,Calculate the mean and variance of based on the sufficient statistics.
6098,moments,../tensorflow/tensorflow/python/ops/nn_impl.py,1289,function,Calculate the mean and variance of `x`.
6099,moments_v2,../tensorflow/tensorflow/python/ops/nn_impl.py,1355,function,Calculates the mean and variance of `x`.
6100,weighted_moments,../tensorflow/tensorflow/python/ops/nn_impl.py,1392,function,Returns the frequency-weighted mean and variance of `x`.
6101,weighted_moments_v2,../tensorflow/tensorflow/python/ops/nn_impl.py,1471,function,Returns the frequency-weighted mean and variance of `x`.
6102,batch_normalization,../tensorflow/tensorflow/python/ops/nn_impl.py,1496,function,Batch normalization.
6103,fused_batch_norm,../tensorflow/tensorflow/python/ops/nn_impl.py,1567,function,Batch normalization.
6104,batch_norm_with_global_normalization,../tensorflow/tensorflow/python/ops/nn_impl.py,1673,function,Batch normalization.
6105,batch_norm_with_global_normalization_v2,../tensorflow/tensorflow/python/ops/nn_impl.py,1728,function,Batch normalization.
6106,nce_loss_v2,../tensorflow/tensorflow/python/ops/nn_impl.py,1978,function,Computes and returns the noise-contrastive estimation training loss.
6107,nce_loss,../tensorflow/tensorflow/python/ops/nn_impl.py,2083,function,Computes and returns the noise-contrastive estimation training loss.
6108,sampled_softmax_loss_v2,../tensorflow/tensorflow/python/ops/nn_impl.py,2195,function,Computes and returns the sampled softmax training loss.
6109,sampled_softmax_loss,../tensorflow/tensorflow/python/ops/nn_impl.py,2287,function,Computes and returns the sampled softmax training loss.
6110,clip_by_value,../tensorflow/tensorflow/python/ops/clip_ops.py,36,function,Clips tensor values to a specified min and max.
6111,clip_by_norm,../tensorflow/tensorflow/python/ops/clip_ops.py,154,function,Clips tensor values to a maximum L2-norm.
6112,global_norm,../tensorflow/tensorflow/python/ops/clip_ops.py,238,function,Computes the global norm of multiple tensors.
6113,clip_by_global_norm,../tensorflow/tensorflow/python/ops/clip_ops.py,289,function,Clips values of multiple tensors by the ratio of the sum of their norms.
6114,clip_by_average_norm,../tensorflow/tensorflow/python/ops/clip_ops.py,382,function,Clips tensor values to a maximum average L2-norm.
6115,UnconnectedGradients,../tensorflow/tensorflow/python/ops/unconnected_gradients.py,26,class,Controls how gradient computation behaves when y does not depend on x.
6116,QueueBase,../tensorflow/tensorflow/python/ops/data_flow_ops.py,116,class,Base class for queue implementations.
6117,__init__,../tensorflow/tensorflow/python/ops/data_flow_ops.py,138,method,Constructs a queue object from a queue reference.
6118,from_list,../tensorflow/tensorflow/python/ops/data_flow_ops.py,184,method,Create a queue using the queue reference from `queues[index]`.
6119,queue_ref,../tensorflow/tensorflow/python/ops/data_flow_ops.py,225,method,The underlying queue reference.
6120,name,../tensorflow/tensorflow/python/ops/data_flow_ops.py,230,method,The name of the underlying queue.
6121,dtypes,../tensorflow/tensorflow/python/ops/data_flow_ops.py,237,method,The list of dtypes for each component of a queue element.
6122,shapes,../tensorflow/tensorflow/python/ops/data_flow_ops.py,242,method,The list of shapes for each component of a queue element.
6123,names,../tensorflow/tensorflow/python/ops/data_flow_ops.py,247,method,The list of names for each component of a queue element.
6124,_check_enqueue_dtypes,../tensorflow/tensorflow/python/ops/data_flow_ops.py,252,method,Validate and convert `vals` to a list of `Tensor`s.
6125,_scope_vals,../tensorflow/tensorflow/python/ops/data_flow_ops.py,295,method,Return a list of values to pass to `name_scope()`.
6126,enqueue,../tensorflow/tensorflow/python/ops/data_flow_ops.py,311,method,Enqueues one element to this queue.
6127,enqueue_many,../tensorflow/tensorflow/python/ops/data_flow_ops.py,350,method,Enqueues zero or more elements to this queue.
6128,_dequeue_return_value,../tensorflow/tensorflow/python/ops/data_flow_ops.py,398,method,Return the value to return from a dequeue op.
6129,dequeue,../tensorflow/tensorflow/python/ops/data_flow_ops.py,421,method,Dequeues one element from this queue.
6130,dequeue_many,../tensorflow/tensorflow/python/ops/data_flow_ops.py,459,method,Dequeues and concatenates `n` elements from this queue.
6131,dequeue_up_to,../tensorflow/tensorflow/python/ops/data_flow_ops.py,502,method,Dequeues and concatenates `n` elements from this queue.
6132,close,../tensorflow/tensorflow/python/ops/data_flow_ops.py,543,method,Closes this queue.
6133,is_closed,../tensorflow/tensorflow/python/ops/data_flow_ops.py,578,method,Returns true if queue is closed.
6134,size,../tensorflow/tensorflow/python/ops/data_flow_ops.py,597,method,Compute the number of elements in this queue.
6135,RandomShuffleQueue,../tensorflow/tensorflow/python/ops/data_flow_ops.py,619,class,A queue implementation that dequeues elements in a random order.
6136,__init__,../tensorflow/tensorflow/python/ops/data_flow_ops.py,632,method,Create a queue that dequeues elements in a random order.
6137,FIFOQueue,../tensorflow/tensorflow/python/ops/data_flow_ops.py,709,class,A queue implementation that dequeues elements in first-in first-out order.
6138,__init__,../tensorflow/tensorflow/python/ops/data_flow_ops.py,718,method,Creates a queue that dequeues elements in a first-in first-out order.
6139,GPUCompatibleFIFOQueue,../tensorflow/tensorflow/python/ops/data_flow_ops.py,771,class,A queue implementation that dequeues elements in first-in first-out order.
6140,__init__,../tensorflow/tensorflow/python/ops/data_flow_ops.py,782,method,Creates a queue that dequeues elements in a first-in first-out order.
6141,enqueue_many,../tensorflow/tensorflow/python/ops/data_flow_ops.py,832,method,enqueue_many is not supported on GPUCompatibleFIFOQueue.
6142,dequeue_many,../tensorflow/tensorflow/python/ops/data_flow_ops.py,838,method,dequeue_many is not supported on GPUCompatibleFIFOQueue.
6143,PaddingFIFOQueue,../tensorflow/tensorflow/python/ops/data_flow_ops.py,845,class,A FIFOQueue that supports batching variable-sized tensors by padding.
6144,__init__,../tensorflow/tensorflow/python/ops/data_flow_ops.py,859,method,Creates a queue that dequeues elements in a first-in first-out order.
6145,PriorityQueue,../tensorflow/tensorflow/python/ops/data_flow_ops.py,922,class,A queue implementation that dequeues elements in prioritized order.
6146,__init__,../tensorflow/tensorflow/python/ops/data_flow_ops.py,932,method,Creates a queue that dequeues elements in a first-in first-out order.
6147,Barrier,../tensorflow/tensorflow/python/ops/data_flow_ops.py,994,class,Represents a key-value map that persists across graph executions.
6148,__init__,../tensorflow/tensorflow/python/ops/data_flow_ops.py,997,method,Creates a barrier that persists across different graph executions.
6149,barrier_ref,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1077,method,Get the underlying barrier reference.
6150,name,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1082,method,The name of the underlying barrier.
6151,insert_many,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1089,method,"For each key, assigns the respective value to the specified component."
6152,take_many,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1111,method,Takes the given number of completed elements from this barrier.
6153,close,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1180,method,Closes this barrier.
6154,ready_size,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1209,method,Compute the number of complete elements in the given barrier.
6155,incomplete_size,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1223,method,Compute the number of incomplete elements in the given barrier.
6156,ConditionalAccumulatorBase,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1239,class,A conditional accumulator for aggregating gradients.
6157,__init__,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1250,method,Creates a new ConditionalAccumulator.
6158,accumulator_ref,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1270,method,The underlying accumulator reference.
6159,name,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1275,method,The name of the underlying accumulator.
6160,dtype,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1280,method,The datatype of the gradients accumulated by this accumulator.
6161,num_accumulated,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1285,method,Number of gradients that have currently been aggregated in accumulator.
6162,set_global_step,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1300,method,Sets the global time step of the accumulator.
6163,ConditionalAccumulator,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1319,class,A conditional accumulator for aggregating gradients.
6164,__init__,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1330,method,Creates a new ConditionalAccumulator.
6165,apply_grad,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1358,method,Attempts to apply a gradient to the accumulator.
6166,take_grad,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1382,method,Attempts to extract the average gradient from the accumulator.
6167,SparseConditionalAccumulator,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1410,class,A conditional accumulator for aggregating sparse gradients.
6168,apply_indexed_slices_grad,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1447,method,Attempts to apply a gradient to the accumulator.
6169,apply_grad,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1471,method,Attempts to apply a sparse gradient to the accumulator.
6170,take_grad,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1519,method,Attempts to extract the average gradient from the accumulator.
6171,take_indexed_slices_grad,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1543,method,Attempts to extract the average gradient from the accumulator.
6172,num_accumulated,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1572,method,Number of gradients that have currently been aggregated in accumulator.
6173,set_global_step,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1587,method,Sets the global time step of the accumulator.
6174,BaseStagingArea,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1606,class,Base class for Staging Areas.
6175,name,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1649,method,The name of the staging area.
6176,dtypes,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1654,method,The list of dtypes for each component of a staging area element.
6177,shapes,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1659,method,The list of shapes for each component of a staging area element.
6178,names,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1664,method,The list of names for each component of a staging area element.
6179,capacity,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1669,method,The maximum number of elements of this staging area.
6180,memory_limit,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1674,method,The maximum number of bytes of this staging area.
6181,_check_put_dtypes,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1679,method,Validate and convert `vals` to a list of `Tensor`s.
6182,_create_device_transfers,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1759,method,Encode inter-device transfers if the current device
6183,_get_return_value,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1774,method,Return the value to return from a get op.
6184,_scope_vals,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1802,method,Return a list of values to pass to `name_scope()`.
6185,StagingArea,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1819,class,Class for staging inputs. No ordering guarantees.
6186,__init__,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1853,method,Constructs a staging area object.
6187,put,../tensorflow/tensorflow/python/ops/data_flow_ops.py,1897,method,Create an op that places a value into the staging area.
